ID_CLIENTE,SEXO,DATA_NASCIMENTO,PRIMEIRA_COMPRA
34849, ,1900/01/01,2020/04/23
34850, ,1900/01/01,2020/04/23
34851, ,1900/01/01,2020/04/23
34852, ,1900/01/01,2020/04/23
34853, ,1900/01/01,2020/04/23
34854, ,1900/01/01,2020/04/23
34855, ,1900/01/01,2020/04/23
34856, ,1900/01/01,2020/04/23
34857, ,1900/01/01,2020/04/23
34858, ,1900/01/01,2020/04/23
34859, ,1900/01/01,2020/04/23
34860, ,1900/01/01,2020/04/23
34861, ,1900/01/01,2020/04/23
34862, ,1900/01/01,2020/04/24
34863, ,1900/01/01,2020/04/24
34864, ,1900/01/01,2020/04/24
34865, ,1900/01/01,2020/04/24
34866, ,1900/01/01,2020/04/24
34867, ,1900/01/01,2020/04/24
34868, ,1900/01/01,2020/04/24
34869, ,1900/01/01,2020/04/24
34870, ,1900/01/01,2020/04/24
34871, ,1900/01/01,2020/04/24
34872, ,1900/01/01,2020/04/24
34873, ,1900/01/01,2020/04/24
34874, ,1900/01/01,2020/04/24
34875, ,1900/01/01,2020/04/24
34876, ,1900/01/01,2020/04/24
34877, ,1900/01/01,2020/04/24
34878, ,1900/01/01,2020/04/24
34879, ,1900/01/01,2020/04/24
34880, ,1900/01/01,2020/04/24
34881,M,1985/09/23,2020/04/24
34882, ,1900/01/01,2020/04/24
34883, ,1900/01/01,2020/04/24
34884, ,1900/01/01,2020/04/24
34885, ,1900/01/01,2020/04/24
34886, ,1900/01/01,2020/04/24
34887, ,1900/01/01,2020/04/25
34888, ,1900/01/01,2020/07/08
34889, ,1900/01/01,2020/04/25
34890, ,1900/01/01,2020/04/25
34891, ,1900/01/01,2020/04/25
34892, ,1900/01/01,2020/04/25
34893, ,1900/01/01,2020/04/25
34894, ,1900/01/01,2020/04/25
34895, ,1900/01/01,2020/04/25
34896, ,1900/01/01,2020/04/25
34897, ,1900/01/01,2020/04/25
34898, ,1900/01/01,2020/04/25
34899, ,1900/01/01,2020/04/25
34900, ,1900/01/01,2020/04/25
34901, ,1900/01/01,2020/04/25
34902, ,1900/01/01,2020/04/25
34903, ,1900/01/01,2020/04/25
34904, ,1900/01/01,2020/04/25
34905, ,1900/01/01,2020/04/25
34906, ,1900/01/01,2020/04/25
34907, ,1900/01/01,2020/04/25
34908, ,1900/01/01,2020/04/25
34909, ,1900/01/01,2020/04/25
34910, ,1900/01/01,2020/04/25
34911, ,1900/01/01,2020/04/25
34912, ,1900/01/01,2020/04/25
34913, ,1900/01/01,2020/04/25
34914, ,1900/01/01,2020/04/25
34915, ,1991/01/01,2020/04/25
34916, ,1900/01/01,2020/04/25
34917, ,1900/01/01,2020/04/25
34918, ,1900/01/01,2020/06/11
34919, ,1900/01/01,2020/04/25
34920, ,1900/01/01,2020/04/25
34921, ,1900/01/01,2020/04/25
34922, ,1900/01/01,2020/04/25
34923, ,1900/01/01,2020/04/25
34924, ,1900/01/01,2020/04/25
34925, ,1900/01/01,2020/04/25
34926, ,1900/01/01,2020/04/25
34927, ,1900/01/01,2020/04/25
34928, ,1900/01/01,1900/01/01
34929, ,1900/01/01,2020/04/25
34930, ,1900/01/01,2020/04/25
34931, ,1900/01/01,2020/04/25
34932, ,1900/01/01,2020/04/25
34933, ,1900/01/01,2020/04/25
34934, ,1900/01/01,2020/04/25
34935, ,1900/01/01,2020/04/25
34936, ,1900/01/01,2020/04/25
34937, ,1900/01/01,2020/04/25
34938, ,1900/01/01,2020/04/26
34939, ,1900/01/01,2020/04/26
34940, ,1900/01/01,2020/04/26
34941, ,1900/01/01,2020/04/26
34942, ,1900/01/01,2020/04/26
34943, ,1900/01/01,2020/04/26
34944, ,1900/01/01,2020/04/26
34945,F,1900/01/01,2020/04/26
34946, ,1900/01/01,2020/04/26
34947, ,1900/01/01,2020/04/26
34948, ,1900/01/01,2020/10/02
34949, ,1900/01/01,2020/04/27
34950, ,1900/01/01,2020/04/27
34951, ,1900/01/01,2020/04/27
34952, ,1900/01/01,2020/04/27
34953, ,1900/01/01,2020/04/27
34954, ,1900/01/01,2020/04/27
34955, ,1900/01/01,2020/04/27
34956, ,1900/01/01,2020/04/27
34957,F,1900/01/01,2020/04/27
34958, ,1900/01/01,2020/04/27
34959, ,1900/01/01,2020/04/27
34960, ,1900/01/01,2020/04/27
34961, ,1900/01/01,2020/04/27
34962, ,1900/01/01,2020/04/27
34963, ,1900/01/01,2020/04/27
34964, ,1900/01/01,2020/04/27
34965, ,1900/01/01,2020/04/27
34966, ,1900/01/01,2020/04/27
34967, ,1900/01/01,2020/04/27
34968, ,1900/01/01,2020/04/27
34969, ,1900/01/01,2020/04/27
34970, ,1900/01/01,2020/04/27
34971, ,1900/01/01,1900/01/01
34972, ,1978/08/09,2021/03/29
34973, ,1900/01/01,2020/04/27
34974, ,1900/01/01,2020/04/27
34975, ,1900/01/01,2020/04/27
34976, ,1900/01/01,2020/04/27
34977, ,1900/01/01,2020/04/27
34978, ,1900/01/01,2020/04/27
34979, ,1900/01/01,1900/01/01
34980, ,1900/01/01,2020/04/28
34981, ,1900/01/01,2020/04/28
34982, ,1900/01/01,2020/04/28
34983, ,1900/01/01,2020/04/30
34984, ,1900/01/01,2020/04/28
34985, ,1975/05/24,2020/04/28
34986, ,1900/01/01,2020/04/28
34987, ,1900/01/01,2020/04/28
34988, ,1900/01/01,2020/04/29
34989, ,1900/01/01,2020/08/26
34990, ,1900/01/01,2020/04/28
34991, ,1900/01/01,2020/04/28
34992, ,1900/01/01,2020/04/28
34993, ,1900/01/01,2020/04/28
34994, ,1900/01/01,2020/04/28
34995, ,1900/01/01,2020/05/06
34996, ,1900/01/01,2020/04/28
34997, ,1900/01/01,2020/04/28
34998, ,1900/01/01,2020/04/28
34999,M,1900/01/01,2020/04/28
35000, ,1900/01/01,2020/04/28
35001, ,1900/01/01,2020/04/28
35002,F,1900/01/01,2020/04/28
35003,F,1900/01/01,2020/04/28
35004,F,1900/01/01,2020/04/28
35005, ,1900/01/01,2020/04/28
35006, ,1900/01/01,2020/04/28
35007, ,1900/01/01,2020/04/28
35008, ,1900/01/01,2020/04/28
35009, ,1900/01/01,2020/04/28
35010, ,1900/01/01,2020/04/28
35011, ,1900/01/01,2020/04/29
35012, ,1900/01/01,2020/04/29
35013, ,1900/01/01,2020/04/29
35014, ,1900/01/01,2020/04/29
35015, ,1900/01/01,2020/04/29
35016, ,1900/01/01,2020/04/29
35017, ,1900/01/01,2020/04/29
35018, ,1900/01/01,2020/04/29
35019, ,1900/01/01,2020/04/29
35020, ,1900/01/01,2020/04/29
35021, ,1900/01/01,2020/04/29
35022, ,1900/01/01,2020/04/29
35023, ,1900/01/01,2020/04/29
35024, ,1900/01/01,2020/04/29
35025, ,1900/01/01,2020/04/29
35026, ,1900/01/01,2020/04/29
35027, ,1900/01/01,2020/04/29
35028, ,1900/01/01,2020/04/29
35029,M,1900/01/01,2020/04/30
35030, ,1900/01/01,2020/04/30
35031, ,1900/01/01,2020/04/30
35032, ,1900/01/01,2020/04/30
35033, ,1900/01/01,2020/07/16
35034, ,1900/01/01,2020/04/30
35035, ,1900/01/01,2020/04/30
35036, ,1900/01/01,2020/04/30
35037, ,1900/01/01,2020/04/30
35038, ,1900/01/01,2020/06/05
35039, ,1900/01/01,2020/04/30
35040, ,1900/01/01,2020/04/30
35041, ,1900/01/01,2020/04/30
35042, ,1900/01/01,2020/04/30
35043, ,1900/01/01,2020/04/30
35044, ,1900/01/01,2020/04/30
35045,F,1985/09/26,2020/04/25
35046, ,1900/01/01,2020/04/25
35047, ,1900/01/01,2020/04/26
35048, ,1900/01/01,2020/04/26
35049, ,1900/01/01,2020/04/26
35050, ,1900/01/01,2020/04/26
35051, ,1900/01/01,2020/04/26
35052, ,1900/01/01,2020/04/26
35053, ,1900/01/01,2020/04/26
35054, ,1900/01/01,2020/04/26
35055, ,1900/01/01,2020/04/26
35056, ,1900/01/01,2020/04/26
35057, ,1900/01/01,2020/04/27
35058, ,1900/01/01,2020/04/26
35059, ,1900/01/01,2020/04/26
35060,M,1900/01/01,2020/04/26
35061, ,1900/01/01,2020/04/26
35062, ,1900/01/01,2020/04/26
35063, ,1900/01/01,2020/04/27
35064, ,1900/01/01,2020/04/27
35065, ,1900/01/01,2020/04/27
35066, ,1900/01/01,2020/04/27
35067, ,1900/01/01,2020/04/27
35068, ,1900/01/01,2020/04/27
35069, ,1900/01/01,2020/04/27
35070, ,1900/01/01,2020/04/27
35071, ,1900/01/01,2020/04/27
35072, ,1900/01/01,2020/04/27
35073, ,1900/01/01,2020/04/27
35074, ,1900/01/01,2020/04/27
35075, ,1900/01/01,2020/04/27
35076, ,1900/01/01,2020/04/27
35077, ,1900/01/01,2020/04/27
35078, ,1900/01/01,2020/04/27
35079, ,1900/01/01,2020/04/27
35080, ,1900/01/01,2020/04/27
35081, ,1900/01/01,2020/04/27
35082, ,1900/01/01,2020/04/27
35083, ,1900/01/01,2020/04/27
35084, ,1900/01/01,2020/04/27
35085, ,1900/01/01,2020/04/27
35086, ,1900/01/01,2020/04/27
35087, ,1900/01/01,2020/04/27
35088, ,1900/01/01,2020/04/27
35089, ,1900/01/01,2020/04/27
35090, ,1900/01/01,2020/04/27
35091, ,1900/01/01,1900/01/01
35092, ,1900/01/01,1900/01/01
35093, ,1900/01/01,2020/04/27
35094, ,1900/01/01,2020/04/27
35095, ,1900/01/01,2020/04/28
35096, ,1900/01/01,2020/04/28
35097, ,1900/01/01,2020/04/28
35098, ,1900/01/01,2020/04/28
35099, ,1900/01/01,2020/04/28
35100, ,1900/01/01,2020/04/28
35101, ,1900/01/01,2020/04/28
35102, ,1900/01/01,2020/04/28
35103, ,1900/01/01,2020/04/28
35104, ,1900/01/01,2020/04/28
35105, ,1900/01/01,2020/04/28
35106,M,1900/01/01,2020/04/28
35107, ,1900/01/01,2020/04/28
35108, ,1995/01/15,2020/04/28
35109, ,1900/01/01,2020/04/28
35110, ,1900/01/01,2020/04/28
35111, ,1900/01/01,2020/04/28
35112, ,1900/01/01,2020/04/28
35113, ,1900/01/01,2020/04/28
35114, ,1900/01/01,2020/04/28
35115, ,1900/01/01,2020/04/28
35116, ,1900/01/01,2020/04/28
35117, ,1900/01/01,2020/04/28
35118, ,1900/01/01,2020/04/28
35119, ,1900/01/01,2020/04/28
35120,F,1900/01/01,2020/04/28
35121, ,1900/01/01,2020/04/28
35122, ,1900/01/01,2020/04/28
35123, ,1900/01/01,2020/04/28
35124, ,1900/01/01,2020/04/29
35125, ,1900/01/01,2020/04/29
35126, ,1900/01/01,2020/04/29
35127, ,1900/01/01,2020/04/29
35128, ,1900/01/01,2020/04/29
35129, ,1900/01/01,2020/04/29
35130, ,1900/01/01,2020/04/29
35131, ,1900/01/01,2020/04/29
35132,F,1900/01/01,2020/04/29
35133, ,1900/01/01,2020/04/29
35134, ,1900/01/01,2020/04/29
35135, ,1900/01/01,2020/04/29
35136, ,1900/01/01,2020/04/29
35137, ,1900/01/01,2020/04/29
35138, ,1900/01/01,2020/04/29
35139, ,1900/01/01,2020/04/29
35140, ,1900/01/01,2020/04/29
35141, ,1900/01/01,2020/04/29
35142, ,1900/01/01,2020/04/29
35143, ,1900/01/01,2020/04/30
35144, ,1900/01/01,2020/04/30
35145, ,1900/01/01,2020/04/30
35146, ,1900/01/01,2020/04/30
35147, ,1900/01/01,2020/04/30
35148, ,1900/01/01,2020/06/01
35149, ,1900/01/01,2020/04/30
35150, ,1900/01/01,2020/04/30
35151, ,1900/01/01,2020/04/30
35152, ,1990/11/30,2020/04/30
35153, ,1900/01/01,2020/04/30
35154, ,1900/01/01,2020/04/30
35155, ,1900/01/01,2020/04/30
35156, ,1992/03/13,2020/04/30
35157, ,1900/01/01,1900/01/01
35158, ,1900/01/01,2020/04/30
35159, ,1900/01/01,2020/04/30
35160, ,1900/01/01,2020/04/30
35161, ,1900/01/01,2020/04/30
35162, ,1900/01/01,2020/04/30
35163, ,1900/01/01,2020/04/30
35164, ,1900/01/01,2020/04/30
35165, ,1900/01/01,2020/04/30
35166, ,1900/01/01,2020/04/30
35167, ,1900/01/01,2020/04/30
35168, ,1900/01/01,2020/04/30
35169, ,1900/01/01,2020/04/30
35170, ,1900/01/01,2020/04/30
35171, ,1900/01/01,2020/04/30
35172, ,1900/01/01,2020/04/30
35173, ,1900/01/01,2020/04/30
35174, ,1900/01/01,2020/04/30
35175, ,1900/01/01,2020/04/30
35176, ,1900/01/01,2020/04/30
35177, ,1900/01/01,2020/04/30
35178, ,1900/01/01,2020/04/30
35179, ,1900/01/01,2020/04/30
35180, ,1900/01/01,2020/04/30
35181, ,1900/01/01,2020/04/30
35182, ,1900/01/01,2020/04/30
35183, ,1900/01/01,2020/04/30
35184,M,1900/01/01,2020/04/30
35185, ,1900/01/01,2020/04/30
35186, ,1900/01/01,2020/04/30
35187, ,1900/01/01,2020/05/02
35188, ,1900/01/01,2020/04/30
35189, ,1900/01/01,2020/04/30
35190, ,1900/01/01,2020/05/02
35191, ,1900/01/01,2020/04/30
35192, ,1900/01/01,2020/04/30
35193,F,1900/01/01,2020/05/02
35194, ,1900/01/01,2020/04/30
35195, ,1900/01/01,2020/04/30
35196, ,1900/01/01,2020/04/30
35197,M,1900/01/01,2020/05/01
35198, ,1900/01/01,2020/05/01
35199, ,1900/01/01,2020/05/01
35200, ,1900/01/01,2020/05/02
35201, ,1900/01/01,2020/05/02
35202, ,1900/01/01,2020/05/02
35203, ,1900/01/01,2020/05/02
35204, ,1900/01/01,2020/05/02
35205, ,1900/01/01,2020/05/02
35206, ,1900/01/01,2020/05/02
35207, ,1900/01/01,2020/05/02
35208, ,1900/01/01,2020/05/02
35209, ,1900/01/01,2020/05/02
35210, ,1900/01/01,2020/05/02
35211, ,1900/01/01,2020/05/02
35212, ,1900/01/01,2020/05/02
35213,F,1900/01/01,2020/05/02
35214, ,1900/01/01,2020/05/02
35215, ,1900/01/01,2020/05/02
35216, ,1900/01/01,2020/05/02
35217, ,1900/01/01,2020/05/02
35218, ,1900/01/01,2020/05/02
35219, ,1900/01/01,2020/05/02
35220, ,1900/01/01,2020/05/02
35221, ,1900/01/01,2020/05/02
35222, ,1900/01/01,2020/05/02
35223, ,1900/01/01,2020/05/02
35224, ,1900/01/01,2020/05/02
35225, ,1900/01/01,2020/05/02
35226, ,1900/01/01,2020/05/02
35227, ,1900/01/01,2020/05/02
35228, ,1900/01/01,2020/05/02
35229, ,1900/01/01,2020/05/02
35230, ,1900/01/01,2020/05/02
35231, ,1900/01/01,2020/05/02
35232, ,1900/01/01,2020/05/03
35233, ,1900/01/01,2020/05/03
35234, ,1900/01/01,2021/05/07
35235, ,1900/01/01,2020/05/03
35236, ,1989/02/17,2020/05/03
35237, ,1900/01/01,2020/05/03
35238, ,1900/01/01,2020/05/03
35239, ,1900/01/01,2020/05/03
35240, ,1900/01/01,2020/05/03
35241, ,1900/01/01,2020/05/03
35242, ,1900/01/01,2020/05/03
35243, ,1900/01/01,2020/05/03
35244, ,1900/01/01,2020/05/04
35245, ,1900/01/01,2020/05/04
35246, ,1900/01/01,2020/05/04
35247, ,1900/01/01,2020/05/04
35248, ,1900/01/01,2020/05/04
35249, ,1900/01/01,2020/05/04
35250, ,1900/01/01,2020/05/04
35251, ,1900/01/01,2020/05/04
35252,M,1900/01/01,2020/05/04
35253, ,1900/01/01,2020/05/04
35254, ,1900/01/01,2020/05/04
35255, ,1900/01/01,2020/05/04
35256, ,1900/01/01,2020/05/04
35257, ,1900/01/01,2020/05/04
35258, ,1900/01/01,2020/05/04
35259, ,1900/01/01,2020/05/04
35260, ,1900/01/01,2020/05/04
35261, ,1900/01/01,2020/05/04
35262, ,1900/01/01,2020/05/04
35263, ,1900/01/01,2020/05/04
35264, ,1900/01/01,2020/05/04
35265, ,1900/01/01,2020/05/04
35266,F,1900/01/01,2020/05/04
35267, ,1900/01/01,2020/05/04
35268, ,1900/01/01,2020/05/05
35269, ,1900/01/01,2020/05/05
35270, ,1900/01/01,2020/05/05
35271, ,1900/01/01,2020/05/05
35272,M,1900/01/01,2020/05/05
35273, ,1900/01/01,2020/05/05
35274, ,1900/01/01,2020/05/05
35275, ,1900/01/01,2020/06/10
35276, ,1900/01/01,2020/05/05
35277, ,1900/01/01,2020/05/05
35278, ,1900/01/01,2020/05/05
35279, ,1900/01/01,2020/05/05
35280, ,1900/01/01,2020/05/05
35281, ,1900/01/01,2020/05/05
35282, ,1900/01/01,2020/05/05
35283, ,1900/01/01,2020/05/05
35284, ,1900/01/01,2020/05/05
35285, ,1900/01/01,2020/05/05
35286, ,1993/03/30,2020/05/05
35287, ,1900/01/01,2020/05/05
35288, ,1900/01/01,2020/05/05
35289, ,1900/01/01,2020/05/05
35290, ,1900/01/01,2020/05/05
35291, ,1900/01/01,2020/05/05
35292, ,1900/01/01,2020/05/05
35293, ,1900/01/01,2020/05/05
35294, ,1900/01/01,2020/05/05
35295, ,1900/01/01,2020/05/05
35296, ,1900/01/01,2020/05/05
35297, ,1900/01/01,2020/05/05
35298, ,1900/01/01,2020/05/05
35299, ,1900/01/01,2020/05/06
35300, ,1900/01/01,2020/05/06
35301, ,1993/10/15,2020/04/30
35302, ,1900/01/01,2020/04/30
35303,F,1900/01/01,2020/05/02
35304, ,1900/01/01,2020/05/02
35305, ,1900/01/01,2020/05/02
35306, ,1900/01/01,2020/05/02
35307, ,1900/01/01,2020/05/02
35308, ,1900/01/01,2020/05/02
35309, ,1900/01/01,2020/05/02
35310, ,1900/01/01,2020/05/02
35311,F,1971/06/01,2020/05/02
35312, ,1900/01/01,2020/05/02
35313, ,1900/01/01,2020/05/02
35314, ,1900/01/01,2020/05/02
35315, ,1900/01/01,2020/05/02
35316, ,1900/01/01,2020/05/02
35317, ,1900/01/01,2020/05/02
35318, ,1900/01/01,2020/05/02
35319, ,1900/01/01,2020/05/02
35320, ,1900/01/01,2020/05/02
35321, ,1900/01/01,2020/05/02
35322, ,1900/01/01,2020/05/02
35323, ,1900/01/01,2020/05/02
35324, ,1900/01/01,2020/05/02
35325, ,1900/01/01,2020/05/02
35326, ,1900/01/01,2020/05/02
35327, ,1900/01/01,2020/05/02
35328, ,1900/01/01,2020/05/02
35329, ,1900/01/01,2020/05/02
35330, ,1900/01/01,2020/05/02
35331,M,1900/01/01,2020/05/02
35332, ,1900/01/01,2020/05/02
35333, ,1900/01/01,1900/01/01
35334, ,1900/01/01,2020/05/02
35335, ,1900/01/01,2020/05/03
35336, ,1900/01/01,1900/01/01
35337, ,1900/01/01,2020/05/03
35338, ,1900/01/01,2020/05/03
35339, ,1900/01/01,2020/05/03
35340, ,1900/01/01,2020/05/03
35341, ,1900/01/01,2020/05/03
35342, ,1900/01/01,2020/05/03
35343, ,1900/01/01,2020/05/03
35344, ,1900/01/01,2020/05/03
35345,F,1900/01/01,2020/05/03
35346, ,1900/01/01,2020/05/03
35347, ,1900/01/01,2020/05/03
35348, ,1900/01/01,2020/05/03
35349, ,1900/01/01,2020/05/03
35350, ,1900/01/01,2020/05/03
35351, ,1900/01/01,2020/05/04
35352, ,1900/01/01,2020/05/04
35353, ,1900/01/01,2020/05/04
35354, ,1900/01/01,2020/05/04
35355, ,1900/01/01,2020/05/04
35356, ,1900/01/01,2020/05/04
35357, ,1900/01/01,2020/05/04
35358, ,1900/01/01,2020/05/04
35359, ,1900/01/01,2020/05/04
35360, ,1900/01/01,2020/05/04
35361, ,1900/01/01,2020/05/04
35362, ,1900/01/01,2020/05/04
35363, ,1900/01/01,2020/05/04
35364,F,1900/01/01,2020/05/04
35365, ,1900/01/01,2020/05/04
35366, ,1900/01/01,2020/05/04
35367, ,1900/01/01,2020/05/04
35368, ,1900/01/01,2020/05/04
35369,F,1900/01/01,2020/05/04
35370, ,1900/01/01,2020/05/04
35371, ,1900/01/01,2020/05/04
35372, ,1900/01/01,2020/05/04
35373, ,1900/01/01,2020/05/04
35374, ,1900/01/01,2020/05/04
35375, ,1900/01/01,2020/05/04
35376, ,1900/01/01,2020/05/04
35377, ,1900/01/01,2020/05/04
35378, ,1900/01/01,2020/05/04
35379, ,1900/01/01,2020/05/04
35380, ,1900/01/01,2020/05/04
35381, ,1900/01/01,2020/05/04
35382, ,1900/01/01,2020/05/04
35383, ,1900/01/01,2020/05/05
35384, ,1900/01/01,2020/05/05
35385, ,1900/01/01,2020/05/05
35386, ,1900/01/01,2020/05/05
35387, ,1900/01/01,2020/05/05
35388, ,1900/01/01,2020/05/05
35389, ,1900/01/01,2020/05/05
35390, ,1900/01/01,2020/05/05
35391, ,1900/01/01,2020/05/05
35392, ,1900/01/01,2020/05/05
35393, ,1900/01/01,2020/05/05
35394, ,1900/01/01,2020/05/05
35395, ,1900/01/01,2020/05/05
35396, ,1900/01/01,2020/05/05
35397, ,1900/01/01,2020/05/05
35398, ,1900/01/01,2020/05/05
35399, ,1900/01/01,2020/05/05
35400, ,1900/01/01,2020/05/05
35401,F,1900/01/01,2020/05/05
35402, ,1900/01/01,2020/05/05
35403, ,1900/01/01,2020/05/05
35404,M,1900/01/01,2020/05/05
35405, ,1900/01/01,2020/05/05
35406, ,1900/01/01,2020/05/05
35407, ,1900/01/01,2020/05/05
35408, ,1900/01/01,2020/05/06
35409, ,1900/01/01,2020/05/05
35410, ,1994/04/16,2020/05/05
35411, ,1900/01/01,2020/05/05
35412, ,1900/01/01,2020/05/05
35413,M,1900/01/01,2020/05/05
35414, ,1900/01/01,2020/05/06
35415, ,1900/01/01,2020/05/06
35416, ,1900/01/01,2020/05/06
35417, ,1900/01/01,2020/05/06
35418, ,1900/01/01,2020/05/06
35419, ,1900/01/01,2020/05/06
35420, ,1900/01/01,2020/05/06
35421, ,1900/01/01,2020/05/06
35422, ,1900/01/01,2020/05/06
35423, ,1900/01/01,2020/05/06
35424, ,1900/01/01,2020/05/06
35425, ,1900/01/01,2020/05/06
35426, ,1900/01/01,2020/05/06
35427, ,1900/01/01,2020/05/06
35428, ,1900/01/01,2020/05/08
35429, ,1900/01/01,2020/05/06
35430, ,1900/01/01,2020/05/06
35431, ,1900/01/01,2020/05/06
35432, ,1900/01/01,2020/05/06
35433, ,1900/01/01,2020/05/06
35434, ,1900/01/01,2020/05/06
35435, ,1900/01/01,2020/05/06
35436, ,1900/01/01,2020/05/06
35437,M,1900/01/01,2020/05/06
35438, ,1900/01/01,2020/05/06
35439, ,1900/01/01,2020/05/06
35440, ,1900/01/01,2020/05/06
35441, ,1900/01/01,2020/05/06
35442,F,1900/01/01,2020/05/06
35443, ,1900/01/01,2020/05/06
35444, ,1900/01/01,2020/05/06
35445, ,1900/01/01,2020/05/06
35446, ,1900/01/01,2020/05/06
35447, ,1900/01/01,2020/05/06
35448, ,1900/01/01,2020/05/06
35449, ,1900/01/01,2020/05/06
35450, ,1900/01/01,2020/05/06
35451, ,1900/01/01,2020/05/06
35452, ,1900/01/01,2020/05/06
35453,F,1900/01/01,2020/05/06
35454, ,1900/01/01,2020/05/06
35455, ,1900/01/01,2020/05/06
35456, ,1900/01/01,2020/05/06
35457, ,1900/01/01,2020/05/06
35458, ,1900/01/01,2020/05/06
35459, ,1900/01/01,2020/05/07
35460, ,1900/01/01,2020/05/07
35461, ,1900/01/01,2020/05/07
35462, ,1900/01/01,2020/05/07
35463, ,1900/01/01,2020/05/07
35464, ,1900/01/01,2020/05/07
35465, ,1900/01/01,2020/05/07
35466, ,1900/01/01,2020/05/07
35467, ,1900/01/01,2020/05/07
35468, ,1900/01/01,2020/05/07
35469, ,1900/01/01,2020/05/07
35470, ,1900/01/01,2020/05/07
35471, ,1900/01/01,2020/05/07
35472, ,1900/01/01,2020/05/09
35473, ,1900/01/01,2020/05/07
35474, ,1900/01/01,2020/05/07
35475, ,1900/01/01,2020/05/07
35476,M,1900/01/01,2020/05/07
35477, ,1900/01/01,2020/05/07
35478, ,1900/01/01,2020/05/07
35479, ,1900/01/01,2020/05/07
35480, ,1900/01/01,2020/05/07
35481,F,1900/01/01,2020/05/07
35482,F,1900/01/01,2020/05/07
35483, ,1900/01/01,2020/05/07
35484, ,1900/01/01,2020/05/07
35485, ,1900/01/01,2020/05/07
35486, ,1900/01/01,2020/05/07
35487, ,1900/01/01,2020/05/07
35488, ,1900/01/01,2020/05/07
35489, ,1900/01/01,2020/05/07
35490, ,1900/01/01,2020/05/07
35491, ,1900/01/01,2020/05/08
35492, ,1900/01/01,2020/05/08
35493, ,1900/01/01,2020/05/08
35494, ,1900/01/01,2020/05/08
35495, ,1900/01/01,2020/05/08
35496, ,1900/01/01,2020/05/08
35497, ,1900/01/01,2020/05/08
35498,M,1988/09/14,2020/05/08
35499, ,1900/01/01,2020/05/08
35500, ,1900/01/01,2020/05/08
35501, ,1900/01/01,2020/05/08
35502, ,1900/01/01,2020/05/08
35503, ,1900/01/01,2020/05/08
35504, ,1900/01/01,2020/05/08
35505, ,1900/01/01,2020/05/08
35506, ,1900/01/01,2020/05/08
35507,F,1900/01/01,2020/05/08
35508, ,1900/01/01,2020/05/08
35509, ,1986/02/21,2020/05/08
35510, ,1900/01/01,2020/05/08
35511, ,1900/01/01,2020/05/08
35512, ,1900/01/01,2020/05/08
35513,F,1900/01/01,2020/05/08
35514, ,1900/01/01,2020/05/08
35515, ,1900/01/01,2020/05/08
35516, ,1900/01/01,2020/05/08
35517, ,1900/01/01,2020/05/08
35518, ,1900/01/01,2020/05/08
35519, ,1900/01/01,2020/05/08
35520, ,1900/01/01,2020/05/08
35521, ,1900/01/01,2020/05/08
35522, ,1900/01/01,2020/05/08
35523, ,1900/01/01,2020/05/09
35524, ,1900/01/01,2020/05/09
35525, ,1900/01/01,2020/05/09
35526, ,1900/01/01,2020/05/09
35527, ,1900/01/01,2020/05/09
35528, ,1900/01/01,2020/05/09
35529, ,1900/01/01,2020/05/09
35530, ,1900/01/01,2020/05/09
35531, ,1900/01/01,2020/05/09
35532, ,1900/01/01,2020/05/09
35533, ,1900/01/01,2020/05/09
35534, ,1900/01/01,2020/05/09
35535, ,1900/01/01,2020/05/09
35536, ,1900/01/01,2020/05/09
35537, ,1900/01/01,2020/05/09
35538, ,1900/01/01,2020/05/09
35539, ,1900/01/01,2020/05/09
35540, ,1900/01/01,2020/05/09
35541, ,1900/01/01,2020/05/09
35542, ,1900/01/01,2020/05/09
35543, ,1900/01/01,2020/05/09
35544, ,1900/01/01,2020/05/09
35545, ,1900/01/01,2020/05/09
35546, ,1900/01/01,2020/05/09
35547, ,1900/01/01,2020/05/09
35548, ,1900/01/01,2020/05/09
35549, ,1900/01/01,2020/05/09
35550, ,1900/01/01,2020/05/09
35551, ,1900/01/01,2020/05/09
35552, ,1900/01/01,2020/05/09
35553, ,1900/01/01,2020/05/09
35554, ,1900/01/01,2020/05/09
35555, ,1900/01/01,2020/05/09
35556, ,1900/01/01,2020/05/08
35557, ,1900/01/01,2020/05/06
35558, ,1900/01/01,2020/05/06
35559, ,1900/01/01,2020/05/06
35560, ,1900/01/01,2020/05/06
35561, ,1900/01/01,2020/05/06
35562, ,1900/01/01,2020/05/06
35563, ,1900/01/01,2020/05/06
35564,F,1900/01/01,2020/05/06
35565, ,1900/01/01,2020/05/06
35566, ,1900/01/01,2020/05/06
35567, ,1900/01/01,2020/05/06
35568, ,1900/01/01,2020/05/06
35569, ,1900/01/01,2020/05/06
35570, ,1900/01/01,2020/05/06
35571, ,1900/01/01,2020/05/07
35572, ,1900/01/01,2020/05/07
35573, ,1900/01/01,2020/05/07
35574, ,1900/01/01,2020/05/07
35575, ,1900/01/01,2020/05/07
35576, ,1900/01/01,2020/05/07
35577, ,1900/01/01,2020/05/07
35578, ,1900/01/01,2020/05/07
35579, ,1900/01/01,2020/05/07
35580,F,1900/01/01,2020/05/07
35581, ,1900/01/01,2020/05/07
35582,F,1992/06/01,2020/05/07
