customerID;M-0;M-1;M-10;M-11;M-12;M-13;M-14;M-15;M-16;M-17;M-18;M-19;M-2;M-20;M-21;M-22;M-23;M-24;M-25;M-26;M-27;M-28;M-29;M-3;M-30;M-31;M-32;M-33;M-34;M-35;M-36;M-37;M-38;M-39;M-4;M-40;M-41;M-42;M-43;M-44;M-45;M-46;M-47;M-48;M-49;M-5;M-50;M-51;M-52;M-53;M-54;M-55;M-56;M-57;M-58;M-59;M-6;M-60;M-61;M-62;M-63;M-64;M-65;M-66;M-67;M-68;M-69;M-7;M-70;M-71;M-8;M-9
4393-OBCRR;23,385;23,6985;;;;;;;;;;;24,1165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4393-RYCRE;102,942;101,388;99,834;106,05;98,28;104,496;88,956;96,726;101,388;106,05;106,05;99,834;106,05;95,172;104,496;106,05;99,834;101,388;102,942;106,05;106,05;106,05;106,05;99,834;106,05;99,834;99,834;101,388;106,05;106,05;106,05;102,942;104,496;96,726;101,388;106,05;99,834;98,28;106,05;;;;;;;102,942;;;;;;;;;;;99,834;;;;;;;;;;;104,496;;;106,05;104,496
4395-PZMSN;85,55;79,5825;;;;;;;;;;;80,3525;;;;;;;;;;;77,465;;;;;;;;;;;85,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4396-KLSEH;16,078;12,306;;;;;;;;;;;17,718;;;;;;;;;;;16,898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4397-FRLTA;21,203;20,345;;;;;;;;;;;20,462;;;;;;;;;;;22,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4398-HSCJH;50,5945;41,4555;;;;;;;;;;;63,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4402-FTBXC;86,156;89,8;89,8;87,978;89,8;89,8;89,8;89,8;89,8;87,978;84,334;89,8;87,978;89,8;82,512;87,978;89,8;82,512;87,978;87,978;87,978;84,334;89,8;80,69;86,156;86,156;86,156;89,8;87,978;73,402;86,156;89,8;87,978;89,8;87,978;82,512;78,868;86,156;89,8;80,69;89,8;89,8;84,334;87,978;87,978;80,69;73,402;87,978;87,978;89,8;;;;;;;87,978;;;;;;;;;;;86,156;;;77,046;82,512
4403-BWPAY;22,25;24,545;22,505;22,505;24,035;24,8;;;;;;;23,525;;;;;;;;;;;22,25;;;;;;;;;;;17,66;;;;;;;;;;;22,505;;;;;;;;;;;21,995;;;;;;;;;;;24,035;;;24,545;24,545
4404-HIBDJ;74,489;74,3;74,804;74,489;74,426;74,3;74,615;74,426;74,615;74,363;74,426;74,426;74,426;74,93;74,363;74,363;74,426;74,489;;;;;;74,867;;;;;;;;;;;75,182;;;;;;;;;;;74,363;;;;;;;;;;;74,993;;;;;;;;;;;74,426;;;74,426;74,867
4412-YLTKF;78,05;80,865;78,05;78,8945;78,3315;78,613;78,613;79,739;78,3315;82,8355;78,3315;78,3315;79,4575;78,8945;78,8945;80,302;78,3315;78,3315;78,05;81,7095;;;;78,3315;;;;;;;;;;;78,3315;;;;;;;;;;;80,0205;;;;;;;;;;;78,05;;;;;;;;;;;78,05;;;81,428;78,3315
4415-IJZTP;74,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4415-WNGVR;78,938;78,7415;78,807;78,283;;;;;;;;;78,0865;;;;;;;;;;;78,0865;;;;;;;;;;;78,7415;;;;;;;;;;;78,676;;;;;;;;;;;79,2;;;;;;;;;;;78,676;;;78,7415;78,8725
4418-LZMSV;59,668;59,668;61,8;58,602;51,673;;;;;;;;59,135;;;;;;;;;;;59,668;;;;;;;;;;;56,47;;;;;;;;;;;58,602;;;;;;;;;;;57,536;;;;;;;;;;;58,602;;;49,008;59,668
4419-UJMUS;99,454;99,35;99,35;99,597;99,35;99,389;99,35;99,35;99,376;99,402;99,402;99,35;99,35;99,35;99,35;99,376;99,389;99,35;99,376;99,363;99,35;99,389;99,363;99,363;99,35;99,363;99,35;99,35;99,363;99,376;99,363;99,363;99,35;99,35;99,389;99,376;99,363;99,376;99,35;99,428;99,363;99,376;99,35;99,376;99,35;99,35;99,35;99,35;99,35;99,376;99,376;99,376;99,35;99,35;99,363;99,389;99,35;99,363;99,376;99,363;99,363;99,363;99,363;99,363;99,35;99,389;;99,35;;;99,35;99,363
4422-QVIJA;45,155;49,151;48,152;43,157;45,155;49,151;45,155;50,15;49,151;50,15;45,155;48,152;50,15;49,151;49,151;49,151;47,153;50,15;50,15;47,153;50,15;50,15;40,16;49,151;35,165;50,15;47,153;50,15;49,151;;;;;;50,15;;;;;;;;;;;45,155;;;;;;;;;;;46,154;;;;;;;;;;;36,164;;;48,152;48,152
4423-JWZJN;88,7815;90,25;78,502;90,25;90,25;90,25;90,25;87,313;85,8445;88,7815;90,25;88,7815;90,25;85,8445;90,25;90,25;79,9705;90,25;88,7815;90,25;87,313;90,25;85,8445;88,7815;90,25;84,376;84,376;90,25;88,7815;88,7815;88,7815;88,7815;90,25;85,8445;90,25;84,376;81,439;88,7815;90,25;87,313;69,691;88,7815;90,25;87,313;88,7815;90,25;90,25;87,313;90,25;85,8445;90,25;90,25;85,8445;90,25;90,25;88,7815;90,25;90,25;85,8445;87,313;88,7815;;;;;;;88,7815;;;82,9075;90,25
4423-YLHDV;104,871;104,7925;104,4785;104,4;105,185;104,4785;104,4785;105,185;104,7925;104,714;104,6355;105,028;105,7345;104,4785;;;;;;;;;;105,1065;;;;;;;;;;;104,4;;;;;;;;;;;104,714;;;;;;;;;;;104,9495;;;;;;;;;;;104,4785;;;104,7925;104,557
4424-TKOPW;100,909;95,841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4425-OWHWB;20,7525;20,7525;20,285;21,6875;19,35;30,57;31,505;21,22;20,7525;23,09;19,8175;19,8175;20,285;;;;;;;;;;;19,35;;;;;;;;;;;20,285;;;;;;;;;;;21,22;;;;;;;;;;;20,7525;;;;;;;;;;;20,285;;;19,8175;22,155
4429-WYGFR;46,714;49,15;48,338;46,308;48,338;49,15;47,932;45,496;47,932;48,744;48,338;47,12;48,338;42,248;47,12;48,744;48,744;47,932;49,15;;;;;45,09;;;;;;;;;;;48,338;;;;;;;;;;;48,338;;;;;;;;;;;48,744;;;;;;;;;;;49,15;;;43,466;48,338
4430-UZIPO;36,0175;36,1285;;;;;;;;;;;36,554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4430-YHXGG;19,114;24,922;;;;;;;;;;;18,234;;;;;;;;;;;21,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4431-EDMIQ;79,3225;76,9075;;;;;;;;;;;76,4245;;;;;;;;;;;79,081;;;;;;;;;;;86,0845;;;;;;;;;;;79,564;;;;;;;;;;;76,666;;;;;;;;;;;;;;;
4432-ADRLB;31,402;43,498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4433-JCGCG;102,7025;101,681;101,3405;101,3405;101,681;101,681;101;101;102,0215;101;101;101,681;101,681;101;101,3405;102,7025;103,043;102,362;101,3405;101,681;101,681;101;101;102,362;101,3405;102,0215;101,3405;101;102,362;102,362;103,043;101;101,3405;102,0215;101,3405;101,3405;102,362;101;101;101,681;101,681;;;;;102,362;;;;;;;;;;;101,681;;;;;;;;;;;102,0215;;;104,405;102,0215
4439-JMPMT;103,896;96,722;;;;;;;;;;;89,97;;;;;;;;;;;86,172;;;;;;;;;;;94,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4439-YRNVD;37,17;36,48;;;;;;;;;;;37,63;;;;;;;;;;;36,825;;;;;;;;;;;38,55;;;;;;;;;;;36,595;;;;;;;;;;;38,895;;;;;;;;;;;36,71;;;37,515;37,63
4441-NIHPT;67,4015;73,5335;73,5335;73,0225;71,745;;;;;;;;73,0225;;;;;;;;;;;74,3;;;;;;;;;;;72,0005;;;;;;;;;;;72,767;;;;;;;;;;;74,3;;;;;;;;;;;71,4895;;;74,3;68,9345
4443-EMBNA;27,1395;28,7325;24,75;24,75;25,5465;24,75;24,75;24,75;25,5465;25,5465;27,1395;25,5465;24,75;28,7325;25,5465;31,122;24,75;27,936;27,936;25,5465;25,5465;24,75;25,5465;27,1395;25,5465;24,75;24,75;24,75;26,343;27,936;27,1395;24,75;25,5465;26,343;24,75;25,5465;24,75;26,343;27,1395;24,75;27,936;25,5465;24,75;24,75;25,5465;25,5465;24,75;27,1395;25,5465;26,343;26,343;24,75;24,75;27,936;26,343;24,75;25,5465;27,1395;25,5465;25,5465;24,75;24,75;24,75;24,75;27,936;24,75;24,75;26,343;26,343;;24,75;27,1395
4445-KWOKW;57,009;36,069;60,15;60,15;58,056;60,15;60,15;58,056;60,15;60,15;59,103;59,103;58,056;57,009;60,15;52,821;58,056;60,15;53,868;60,15;54,915;60,15;59,103;60,15;53,868;52,821;60,15;59,103;60,15;60,15;60,15;60,15;59,103;54,915;60,15;54,915;60,15;;;;;;;;;58,056;;;;;;;;;;;48,633;;;;;;;;;;;60,15;;;60,15;55,962
4445-ZJNMU;99,801;100,803;;;;;;;;;;;102,306;;;;;;;;;;;102,5565;;;;;;;;;;;100,5525;;;;;;;;;;;99,5505;;;;;;;;;;;106,5645;;;;;;;;;;;102,5565;;;104,0595;
4446-BZKHU;105,55;105,55;100,837;99,266;103,979;103,979;97,695;103,979;102,408;105,55;105,55;96,124;103,979;100,837;100,837;105,55;102,408;100,837;102,408;102,408;103,979;103,979;105,55;105,55;103,979;102,408;103,979;105,55;103,979;99,266;102,408;105,55;100,837;103,979;103,979;105,55;105,55;103,979;99,266;102,408;103,979;105,55;99,266;102,408;105,55;103,979;103,979;105,55;105,55;96,124;103,979;103,979;105,55;100,837;97,695;105,55;105,55;105,55;;;;;;;;;;102,408;;;105,55;91,411
4450-DLLMH;81,299;76,451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4450-MDZFX;74,273;74,273;74,35;74,119;74,196;74,35;74,042;74,196;74,35;74,35;74,35;74,35;74,35;74,119;74,196;74,273;74,196;74,196;74,273;74,35;74,35;74,273;74,273;74,273;74,042;74,119;73,734;73,58;74,196;74,196;74,042;74,35;74,273;74,273;74,35;73,965;74,119;74,196;74,196;74,273;74,35;74,35;74,35;74,119;74,273;74,042;74,35;74,119;73,965;74,35;74,35;74,273;74,35;74,119;74,273;74,273;74,35;;;;;;;;;;;74,35;;;74,119;74,35
4450-YOOHP;50,65;48,5515;47,852;48,5515;50,65;49,251;50,65;49,251;49,9505;49,251;50,65;47,1525;50,65;48,5515;49,251;43,655;50,65;50,65;50,65;47,852;50,65;50,65;49,9505;49,251;49,251;50,65;50,65;45,7535;49,9505;46,453;46,453;47,852;49,9505;;45,054;;;;;;;;;;;50,65;;;;;;;;;;;45,7535;;;;;;;;;;;47,852;;;49,9505;44,3545
4451-RWASJ;17,39;16,8625;18,445;19,5;19,5;6,84;19,5;;;;;;18,445;;;;;;;;;;;16,335;;;;;;;;;;;7,895;;;;;;;;;;;19,5;;;;;;;;;;;19,5;;;;;;;;;;;19,5;;;6,3125;14,225
4452-QIIEB;37,542;34,941;;;;;;;;;;;42,744;;;;;;;;;;;39,854;;;;;;;;;;;43,322;;;;;;;;;;;43,9;;;;;;;;;;;36,097;;;;;;;;;;;;;;;
4452-ROHMO;24,488;20,728;23,736;25,616;23,736;21,104;19,976;;;;;;20,352;;;;;;;;;;;20,352;;;;;;;;;;;19,976;;;;;;;;;;;21,48;;;;;;;;;;;23,36;;;;;;;;;;;21,48;;;25,616;19,6
4455-BFSPD;101,15;103,2875;105,425;103,2875;107,5625;101,15;101,15;116,1125;103,2875;103,2875;107,5625;105,425;105,425;111,8375;103,2875;105,425;107,5625;101,15;101,15;105,425;101,15;103,2875;105,425;101,15;105,425;107,5625;103,2875;109,7;101,15;101,15;111,8375;107,5625;103,2875;105,425;101,15;109,7;101,15;105,425;101,15;101,15;118,25;101,15;103,2875;103,2875;105,425;105,425;109,7;103,2875;101,15;101,15;105,425;101,15;101,15;101,15;101,15;103,2875;111,8375;101,15;;;;;;;;;;101,15;;;113,975;103,2875
4456-RHSNB;51,445;51,24;50,42;49,6;49,805;51,65;50,215;50,625;50,215;50,42;50,625;;50,83;;;;;;;;;;;50,625;;;;;;;;;;;49,6;;;;;;;;;;;52,675;;;;;;;;;;;50,42;;;;;;;;;;;52,675;;;50,01;49,805
4458-KVRBJ;25,355;25,71;25,71;26,42;25;25,355;25,71;25,71;25;25;26,42;27,13;26,42;26,775;25;25,355;25;25,71;26,775;25;25;25,355;26,065;25;25,355;27,485;25;25;25,71;26,065;25;25,355;25;26,42;25,71;25,355;25;25;25;25;25,355;27,13;25,355;25,355;25;29,97;25,71;25;26,065;25,71;25;25;25;25,71;25;;25;;;;;;;;;;;25,355;;;25,355;25
4459-BBGHE;44,5;43,684;44,228;44,228;43,14;44,5;43,684;42,868;43,412;38,244;44,228;44,228;43,412;42,324;44,5;43,956;42,868;44,228;42,596;44,228;44,5;43,412;44,228;44,228;;;;;;;;;;;44,228;;;;;;;;;;;43,684;;;;;;;;;;;44,5;;;;;;;;;;;43,412;;;43,684;42,868
4462-CYWMH;89,8;89,8;90,4195;89,8;91,6585;89,8;90,4195;91,6585;91,039;93,517;89,8;91,039;90,4195;93,517;91,039;89,8;92,278;93,517;89,8;91,6585;89,8;90,4195;89,8;91,039;93,517;90,4195;91,6585;90,4195;90,4195;89,8;92,278;89,8;91,039;90,4195;91,6585;91,039;92,278;89,8;89,8;89,8;90,4195;91,039;92,8975;89,8;89,8;89,8;89,8;90,4195;89,8;91,039;91,039;89,8;90,4195;89,8;91,6585;89,8;93,517;91,039;89,8;;;;;;;;;89,8;;;91,6585;90,4195
4464-JCOLN;18,292;17,608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4465-VDKIQ;76,128;75,292;76,546;75,292;74,874;77,382;77,382;75,71;75,292;75,71;;;76,128;;;;;;;;;;;75,71;;;;;;;;;;;76,964;;;;;;;;;;;72,784;;;;;;;;;;;77,382;;;;;;;;;;;76,964;;;68,186;74,874
4468-KAZHE;65,3415;67,7155;60;61,7805;64,748;62,374;62,374;64,1545;63,561;60;61,187;64,1545;67,122;;;;;;;;;;;61,7805;;;;;;;;;;;62,374;;;;;;;;;;;64,748;;;;;;;;;;;61,7805;;;;;;;;;;;60,5935;;;61,7805;61,7805
4468-YDOVK;47,1205;46,7985;;;;;;;;;;;47,523;;;;;;;;;;;47,2815;;;;;;;;;;;46,4765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4471-KXAUH;85,256;84,3;85,256;87,168;84,778;85,734;85,256;85,734;88,124;87,168;86,69;84,3;85,734;85,734;85,734;84,3;84,3;84,3;85,734;85,734;84,3;84,3;84,3;86,212;84,3;84,778;84,3;85,734;87,646;88,124;84,3;86,69;86,212;85,256;84,778;84,778;84,778;;;;;;;;;84,778;;;;;;;;;;;84,3;;;;;;;;;;;86,212;;;85,734;85,256
4472-VESGY;95,942;97,046;93,734;89,318;95,942;92,63;92,63;89,318;97,046;90,422;92,63;97,046;98,15;94,838;98,15;94,838;98,15;98,15;94,838;98,15;98,15;91,526;97,046;98,15;97,046;98,15;98,15;97,046;95,942;92,63;97,046;98,15;95,942;97,046;98,15;98,15;98,15;91,526;91,526;98,15;97,046;97,046;98,15;98,15;98,15;98,15;98,15;94,838;;;;;;;;;95,942;;;;;;;;;;;98,15;;;94,838;98,15
4475-NVTLU;19,597;19,2;19,597;20,391;21,185;19,994;19,2;21,185;20,391;19,2;19,994;19,597;20,391;19,2;20,391;19,2;19,994;19,2;19,994;21,582;19,597;20,391;20,788;19,2;19,597;20,391;20,788;20,788;19,597;21,979;19,994;20,391;19,597;23,17;19,2;20,788;19,2;19,597;20,391;19,994;;;;;;19,2;;;;;;;;;;;19,2;;;;;;;;;;;20,391;;;19,2;20,788
4476-OSWTN;110,3715;110,0145;110,193;110,55;110,193;110,3715;110,55;110,193;110,0145;110,3715;109,836;110,193;110,55;110,3715;110,3715;110,55;110,55;110,55;110,55;110,193;110,55;109,479;110,55;110,55;110,3715;110,193;110,0145;110,55;109,3005;109,6575;110,3715;110,55;110,55;110,3715;109,836;110,55;110,3715;110,55;110,3715;109,6575;110,55;109,836;110,55;110,193;110,0145;110,3715;110,193;110,0145;110,55;110,55;110,3715;110,55;110,3715;110,55;110,55;110,3715;110,193;110,193;110,55;110,3715;110,0145;109,479;110,55;110,55;110,193;110,55;;110,0145;;;110,55;110,3715
4480-MBMLB;105,9365;105,9365;109,346;107,073;104,8;108,2095;104,8;112,7555;104,8;107,073;104,8;108,2095;110,4825;104,8;111,619;105,9365;110,4825;104,8;104,8;112,7555;108,2095;108,2095;104,8;116,165;108,2095;118,438;108,2095;109,346;104,8;105,9365;;;;;104,8;;;;;;;;;;;112,7555;;;;;;;;;;;108,2095;;;;;;;;;;;105,9365;;;105,9365;107,073
4480-QQRHC;77,5375;75,135;;;;;;;;;;;74,2825;;;;;;;;;;;74,1275;;;;;;;;;;;74,05;;;;;;;;;;;74,4375;;;;;;;;;;;75,29;;;;;;;;;;;75,29;;;;
4482-EWFMI;67,81;67,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4482-FTFFX;56,257;61,072;;;;;;;;;;;57,327;;;;;;;;;;;60,537;;;;;;;;;;;56,257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4484-CGXFK;65,2825;64,0725;;;;;;;;;;;66,795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4484-GLZOU;108,295;106,6725;105,05;114,785;108,295;105,05;109,9175;105,05;106,6725;105,05;105,05;105,05;106,6725;106,6725;108,295;105,05;106,6725;106,6725;119,6525;109,9175;109,9175;105,05;106,6725;113,1625;105,05;109,9175;106,6725;106,6725;106,6725;106,6725;108,295;106,6725;116,4075;114,785;106,6725;105,05;108,295;111,54;106,6725;108,295;106,6725;105,05;111,54;109,9175;105,05;105,05;113,1625;105,05;;;;;;;;;108,295;;;;;;;;;;;106,6725;;;119,6525;105,05
4486-EFAEB;16,4705;19,9935;19,587;20,4;19,045;;;;;;;;19,4515;;;;;;;;;;;20,129;;;;;;;;;;;20,2645;;;;;;;;;;;19,316;;;;;;;;;;;19,4515;;;;;;;;;;;19,858;;;17,69;19,9935
4487-ZYJZK;20,698;19,966;20,149;20,881;20,698;20,149;19,6;19,6;19,783;19,6;19,6;21,43;19,783;19,6;19,783;19,966;19,783;19,966;20,881;19,966;19,783;20,881;20,149;19,6;19,6;19,6;19,6;19,783;19,783;21,064;20,698;21,064;;;19,966;;;;;;;;;;;20,515;;;;;;;;;;;19,6;;;;;;;;;;;20,149;;;19,783;19,6
4488-KQFDT;103,95;103,95;103,95;103,95;104,7705;106,4115;108,0525;103,95;103,95;103,95;103,95;103,95;104,7705;104,7705;104,7705;106,4115;104,7705;104,7705;108,0525;103,95;107,232;104,7705;107,232;104,7705;103,95;105,591;104,7705;107,232;108,873;108,0525;103,95;103,95;105,591;103,95;104,7705;108,0525;107,232;104,7705;108,0525;103,95;106,4115;104,7705;104,7705;105,591;105,591;104,7705;103,95;106,4115;103,95;105,591;104,7705;106,4115;103,95;103,95;103,95;111,3345;103,95;107,232;;;;;;;;;;103,95;;;103,95;103,95
4488-PSYCG;20,4225;20,319;20,25;20,3535;20,25;20,25;21,1815;20,3535;;;;;20,871;;;;;;;;;;;20,2845;;;;;;;;;;;20,3535;;;;;;;;;;;20,319;;;;;;;;;;;20,664;;;;;;;;;;;20,5605;;;20,4225;20,595
4489-SNOJF;76,23;73,444;73,444;74,24;73,842;73,046;72,25;73,444;72,25;73,046;72,648;72,25;75,832;75,036;73,444;73,046;73,046;73,046;73,046;74,24;72,25;72,648;74,638;72,25;77,822;72,25;72,648;72,25;73,444;;;;;;72,648;;;;;;;;;;;73,444;;;;;;;;;;;73,046;;;;;;;;;;;72,25;;;73,046;73,046
4495-LHSSK;57,65;55,85;54,05;50;57,2;57,2;57,65;54,5;55,4;55,85;;;57,65;;;;;;;;;;;51,35;;;;;;;;;;;55,4;;;;;;;;;;;55,4;;;;;;;;;;;56,3;;;;;;;;;;;54,5;;;55,4;51,35
4500-HKANN;60,522;62,988;59,7;62,577;59,7;60,933;62,577;65,865;60,111;60,111;63,81;65,043;60,522;62,577;60,933;59,7;;;;;;;;59,7;;;;;;;;;;;60,522;;;;;;;;;;;60,522;;;;;;;;;;;60,933;;;;;;;;;;;62,577;;;59,7;62,577
4501-EQDRN;69,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4501-UYKBC;69,8675;69,1;69,8675;77,5425;70,635;73,705;69,1;69,8675;69,8675;72,17;72,17;75,24;69,1;69,8675;69,8675;72,9375;71,4025;72,17;69,1;71,4025;69,1;69,1;70,635;69,8675;69,1;71,4025;72,17;70,635;70,635;69,8675;69,8675;71,4025;71,4025;69,1;69,1;69,1;69,1;69,8675;69,1;69,8675;73,705;;;;;69,1;;;;;;;;;;;69,1;;;;;;;;;;;69,8675;;;79,0775;69,1
4501-VCPFK;35,75;37,61;36,68;35,75;36,68;37,61;45,98;38,54;49,7;40,4;37,61;47,84;40,4;40,4;43,19;38,54;37,61;39,47;39,47;;;;;39,47;;;;;;;;;;;39,47;;;;;;;;;;;35,75;;;;;;;;;;;36,68;;;;;;;;;;;37,61;;;36,68;37,61
4503-BDXBD;74,5025;74,8605;73,339;;;;;;;;;;73,7865;;;;;;;;;;;74,95;;;;;;;;;;;74,6815;;;;;;;;;;;74,8605;;;;;;;;;;;72,8915;;;;;;;;;;;74,8605;;;72,8915;73,876
4504-YOULA;60,573;61,1345;61,696;61,1345;59,45;60,573;60,0115;62,819;61,1345;61,696;62,2575;61,1345;60,0115;60,573;59,45;63,3805;61,1345;59,45;59,45;60,0115;59,45;60,573;63,942;60,573;63,942;65,6265;60,0115;59,45;59,45;;;;;;63,942;;;;;;;;;;;62,2575;;;;;;;;;;;59,45;;;;;;;;;;;59,45;;;62,2575;59,45
4505-EXZHB;73,662;72,186;;;;;;;;;;;69,234;;;;;;;;;;;74,4;;;;;;;;;;;72,186;;;;;;;;;;;72,432;;;;;;;;;;;;;;;;;;;;;;;;;;
4508-OEBEY;77,179;76,3395;83,895;76,3395;75,5;83,0555;76,3395;75,5;76,3395;83,0555;76,3395;78,0185;76,3395;75,5;76,3395;79,6975;80,537;82,216;78,0185;82,216;78,858;78,0185;76,3395;76,3395;81,3765;;;;;;;;;;77,179;;;;;;;;;;;75,5;;;;;;;;;;;78,0185;;;;;;;;;;;81,3765;;;75,5;77,179
4510-HIMLV;69,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4510-PYUSH;59,5185;58,729;57,15;57,15;58,729;57,9395;60,308;57,15;61,887;57,9395;65,045;59,5185;61,0975;57,9395;58,729;59,5185;57,9395;58,729;57,9395;59,5185;58,729;64,2555;57,15;57,9395;69,782;57,9395;59,5185;59,5185;57,15;57,15;57,9395;57,9395;;;57,15;;;;;;;;;;;58,729;;;;;;;;;;;60,308;;;;;;;;;;;61,0975;;;57,9395;57,9395
4512-ZUIYL;70,9135;82,1365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4513-CXYIX;80,163;79,626;80,7;78,552;79,626;80,163;79,626;79,626;80,163;80,163;79,626;80,163;80,7;80,163;78,015;80,7;80,163;80,7;80,7;76,941;80,163;80,7;80,163;80,7;80,7;80,7;79,626;80,163;80,163;79,089;80,7;80,7;80,163;80,7;80,7;80,7;80,7;80,163;78,552;79,626;79,626;80,163;80,7;80,163;79,626;80,163;80,7;79,089;80,163;78,552;79,089;79,626;80,7;80,7;78,552;79,626;80,7;80,7;77,478;80,7;80,163;78,552;78,552;80,163;80,163;80,7;79,626;80,7;79,089;;80,163;80,163
4514-GFCFI;84,048;84,5745;84,75;84,633;84,6915;84,75;84,399;84,2235;;;;;84,6915;;;;;;;;;;;83,9895;;;;;;;;;;;84,4575;;;;;;;;;;;84,165;;;;;;;;;;;84,399;;;;;;;;;;;84,399;;;84,1065;83,8725
4518-FZBSX;20,294;20,25;20,338;20,294;20,338;20,382;20,25;20,294;20,338;20,294;20,25;20,778;21,174;20,514;20,294;20,294;20,47;20,602;20,25;20,294;20,47;20,25;20,25;20,25;20,294;20,294;20,382;20,338;20,294;20,338;20,25;20,338;20,25;20,338;20,25;20,338;20,25;;;;;;;;;20,294;;;;;;;;;;;20,558;;;;;;;;;;;20,338;;;20,25;20,294
4521-WFJAI;25,767;25,6755;25,95;25,95;24,9435;25,95;25,8585;25,8585;25,6755;25,767;25,767;25,8585;25,95;25,95;25,6755;25,767;25,767;25,6755;25,95;25,6755;25,767;25,8585;25,95;25,8585;25,584;25,6755;25,4925;25,4925;25,8585;25,8585;25,95;25,767;25,6755;25,95;25,584;25,95;25,95;25,6755;25,767;25,95;25,035;25,4925;25,8585;25,767;25,95;25,6755;25,95;25,95;25,95;25,6755;25,95;25,95;;;;;25,95;;;;;;;;;;;25,95;;;25,95;25,95
4521-YEEHE;87,8945;88,3495;88,304;88,759;88,7135;88,85;88,668;88,0765;88,8045;88,6225;;;88,8045;;;;;;;;;;;88,85;;;;;;;;;;;88,6225;;;;;;;;;;;88,577;;;;;;;;;;;88,7135;;;;;;;;;;;88,4405;;;88,85;88,85
4522-AKYLR;54,8;58,013;55,556;55,178;54,8;;;;;;;;57,446;;;;;;;;;;;55,556;;;;;;;;;;;55,367;;;;;;;;;;;57,635;;;;;;;;;;;56,123;;;;;;;;;;;56,69;;;56,69;57,446
4522-XRWWI;80,39;80,45;79,85;80,45;80,27;80,36;80,45;80,36;80,33;80,45;80,45;80,45;80,36;80,36;80,42;80,42;80,39;80,24;80,45;80,21;80,42;80,45;80,36;80,12;80,45;80,39;80,45;80,36;80,36;80,45;80,42;80,45;80,3;80,45;80,42;80,45;80,42;;;;;;;;;80,42;;;;;;;;;;;80,45;;;;;;;;;;;80,39;;;80,36;80,45
4523-WXCEF;101,85;101,1;101,1;103,35;101,1;101,1;101,85;104,1;102,6;101,85;101,85;101,1;104,1;102,6;101,1;101,1;101,85;101,1;101,85;101,85;104,1;102,6;101,85;101,85;101,85;101,1;101,1;101,85;102,6;101,1;103,35;101,1;101,85;103,35;102,6;101,1;102,6;102,6;101,85;101,1;104,85;101,85;102,6;104,85;101,85;101,85;102,6;104,85;101,1;101,1;106,35;104,1;101,1;105,6;101,85;;102,6;;;;;;;;;;;104,1;;;101,1;105,6
4524-QCSSM;44,1715;44,5195;44,563;44,65;44,65;44,563;44,65;44,128;44,65;44,302;44,5195;44,5195;44,6065;44,563;44,6065;44,65;44,302;44,563;44,476;;;;;44,476;;;;;;;;;;;44,5195;;;;;;;;;;;43,9975;;;;;;;;;;;44,6065;;;;;;;;;;;44,5195;;;44,2585;44,5195
